RID|CompanyID|BoothNo|CompanyNameEn|CompanyNameSc|CompanyNameTc|Product_Name_SC|Rroduct_Description_SC|Product_Name_TC|Rroduct_Description_TC|Product_Name_EN|Rroduct_Description_EN|
1782|227371|1.1M25|QINGDAO HUASU MACHINERY FABRICATE CO., LTD.|青岛华塑机械制造有限公司|青島華塑機械製造有限公司|SBG1200 HDPE/PP双壁波纹管生产线|双壁波纹管生产线是青岛华塑机械制造有限公司根据市场要求，吸收国外同行业先进技术推出的塑料挤出成型领域取得的最新研究成果, 整条生产线适合HDPE、LDPE、PP 等原料的高速挤出。生产线采用直接挤出（双机共挤）成型工艺，人机接口控制系统，自动化程度高，质量可靠，运行稳定，深受国内外客户的欢迎。|SBG1200 HDPE/PP雙壁波紋管生產線|雙壁波紋管生產線是青島華塑機械製造有限公司根據市場要求，吸收國外同行業先進技術推出的塑膠擠出成型領域取得的最新研究成果, 整條生產線適合HDPE、LDPE、PP 等原料的高速擠出。生產線採用直接擠出（雙機共擠）成型工藝，人機介面控制系統，自動化程度高，品質可靠，運行穩定，深受國內外客戶的歡迎。|SBG1200 HDPE/PP Double Wall Corrugated Pipe Extrusion Line|In order to meet the demand of plastic market, HUASU Company designed and developed this HDPE Double Wall Corrugated Pipe Extrusion Line SBG800 by absorbing advanced technology from foreign countries plastic machinery industry. This HDPE Double Wall Corrugated Pipe Extrusion Line is the latest study achievement in the plastic extruding area. The whole extrusion line is suitable for the high speed extrusion of HDPE, LDPE, and PP material. The complete line adopts directly extrusion (two extruders co-extruding) and forming technology, human-machine interface control system. It makes high automation degree, reliable quality and stable production become true. And this pipe production line wins our home and abroad customers’ good reputation.|
1783|226160|11.1J21|TECH-LONG PACKAGING MACHINERY CO., LTD.|广州达意隆包装机械股份有限公司|廣州達意隆包裝機械股份有限公司|全自动旋转式PET吹瓶设备|第五代全自动旋转式吹瓶机是达意隆采用当今国际最先进的制瓶技术研发而成，采用高压压缩气体将 PET瓶胚吹制成型，具有自动化、智慧化程度高；产品质量优良稳定；生产效率高、低能耗等特点。广泛用于各类液态产品等PET 瓶的生产。 吹瓶类型:PET 瓶，用于水、果汁、含气饮料、油、酱油和日化品等产品包装 单模产量 ● 水瓶—2250-2400BPH（≤ 0.6L) ● CSD 瓶—2000BPH（≤ 0.6L) ● 热瓶—1800BPH（≤ 0.6L)|全自動旋轉式PET吹瓶設備|第五代全自動旋轉式吹瓶機是達意隆採用當今國際最先進的制瓶技術研發而成，採用高壓壓縮氣體將 PET瓶胚吹制成型，具有自動化、智慧化程度高；產品品質優良穩定；生產效率高、低能耗等特點。廣泛用於各類液態產品等PET 瓶的生產。 吹瓶類型:PET 瓶，用於水、果汁、含氣飲料、油、醬油和日化品等產品包裝 單模產量 ● 水瓶—2250-2400BPH（≤ 0.6L) ● CSD 瓶—2000BPH（≤ 0.6L) ● 熱瓶—1800BPH（≤ 0.6L)|CPX SERIES PET ROTARY STRETCH BLOW MOLDING MACHINE|Tech-Long's fifth generation of blow molding machine was developed with the most advanced stretch blow molding technology in the world. High pressure air is used to blow and stretch the PET preforms into containers. The CPX series has many advantages including, high level of automation and intelligence, superior and consistent product quality, high production efficiency, low energy consumption making it the perfect machine for PET containers' production for various type of liquid products. Single Mold Capacity Water bottle—2250-2400BPH(≤0.6L) Heatset bottle—1800BPH(≤0.6L) CSD bottle—2000BPH(≤0.6L)|
1784|229340|5.1M45|GUANGZHOU GLOBAL GREEN MACHINERY CO.,LTD|广州环绿机械设备公司|廣州環綠機械設備公司|轮胎抽丝机 |本产品是针对现在废旧轮胎回收兴起。由于轮胎两侧有强度高的钢丝，造成轮胎破碎难度加大，机械刀片极容易损坏现象。为提供有效的解决方案，此款产品先把轮胎两侧钢丝拉出再破碎，减小了刀片损坏。其基本原理为：将轮胎置于拉口，将拉钩伸拉口，钩住轮胎内圈钢丝部位后启动按钮，由于油缸的强大拉力，将钢丝整条拉出，而胎侧部位由于拉口的作用，促使橡胶撕裂，从而起到分离的目的。|輪胎抽絲機|本產品是針對現在廢舊輪胎回收興起。由於輪胎兩側有強度高的鋼絲，造成輪胎破碎難度加大，機械刀片極容易損壞現象。為提供有效的解決方案，此款產品先把輪胎兩側鋼絲拉出再破碎，減小了刀片損壞。其基本原理為：將輪胎置於拉口，將拉鉤伸拉口，鉤住輪胎內圈鋼絲部位後啟動按鈕，由於油缸的強大拉力，將鋼絲整條拉出，而胎側部位由於拉口的作用，促使橡膠撕裂，從而起到分離的目的。|Tire Wire Drawing Machine|This product is developing with the tire recycling industry. As there is high strenth steel wire in tire,the tires are diffcult to be crushed into small pieces. The blades of crusher is also easy to be damaged. In order to solve this problem,this product will pull the steel wire out of the machine first. After process,tires will be crushed much easier as well as the blades can be protected well. Its working procedule is as following. A tire is placed on the working platform. The hook extend to catch the wire in the tire,then run the machine. Because of the the power from the cylinder,the steel wire will be totally pulled out of the tire. And the lateral side of the tire will also be teared so that the steel wire and the tire is totally separated. I side of the tire will also be teared so that the steel wire and the tire is totally separated.|
1785|228511|4.2F21|ZHEJIANG KEQIANG INTELLIGENT CONTROL SYSTEMS CO.,LTD.  ZHEJIANG KEQIANG INTELLIGENT CONTROL SYSTEMS|浙江科强智能控制系统有限公司|浙江科強智慧控制系統有限公司|智能制造.注塑云|智慧领先解决方案|管工厂系统针对制造领域，通过云技术和APP平台对注塑机及其制造过程进行实时管控，提供企业高效、准确、便捷、灵敏的感知体系。先人一步的决策依据：系统具备设备状态、制造过程、工艺品质、维护保养、数据分析等模块，数据实时准确、信息智能整合，智能大数据分析，智能指导制造，提供精准和高效的全新管理模式；操作简单，成本低：系统简化传统构架，实施快速敏捷。无需企业购买服务器，架设机台网线，设立IT等专员，前期近乎0投入，即可实现远程、实时、准确、智慧的集中管控。管工厂系统——汇方寸●览无余，海天战略合作伙伴|智慧製造.注塑雲|智慧領先解決方案|管工廠系統針對製造領域，通過雲技術和APP平臺對注塑機及其製造過程進行即時管控，提供企業高效、準確、便捷、靈敏的感知體系。先人一步的決策依據：系統具備設備狀態、製造過程、工藝品質、維護保養、資料分析等模組，資料即時準確、資訊智慧整合，智慧大資料分析，智慧指導製造，提供精准和高效的全新管理模式；操作簡單，成本低：系統簡化傳統構架，實施快速敏捷。無需企業購買伺服器，架設機台網線，設立IT等專員，前期近乎0投入，即可實現遠端、即時、準確、智慧的集中管控。管工廠系統——匯方寸●覽無餘，海天戰略合作夥伴|Go-factroy  
1786|229758|3.2D73|Hefei Taihe Optoelectronic Technology Co., Ltd.|合肥泰禾光电科技股份有限公司|合肥泰禾光電科技股份有限公司|塑料分色机|泰禾光电塑料分色机是根据塑料光学特性的差异，利用光电探测技术将塑料颗粒物料中的异色颗粒自动分拣出来的设备。目前塑料分色机主要应用于废旧塑料回收行业，主要针对PP、PE、PET、ABS等废旧塑料检测和分级领域。|塑膠分色機|泰禾光電塑膠分色機是根據塑膠光學特性的差異，利用光電探測技術將塑膠顆粒物料中的異色顆粒自動分揀出來的設備。目前塑膠分色機主要應用於廢舊塑膠回收行業，主要針對PP、PE、PET、ABS等廢舊塑膠檢測和分級領域。|Plastic color sorter |Taiho plastic sorting machine is a device ,based on plastic materials optical differences,using optoelectronic detective technology to sorting out the different colors from the plastic material. At present plastic sorting machine is mainly used in plastic recycling industry, for PP,PE,PET,ABS and etc sorting and grading|
1787|230150|1.2P51|Guangdong Zhenxiong machinery co., LTD|广东振雄机械有限公司|廣東振雄機械有限公司|GFTL-1200D 高速立式分切机|该机是我司根据市场需求研制开发的新型多功能分切设备，该机适用于BOPP、PET、PE、铝箔、纸张等各种卷筒材料；设备自动化程度高，进口微机系统为设备的稳定、精度、耐用保驾护航，强大的软件设计只需简单设置便可交于计算机自动完成工作。|GFTL-1200D 高速立式分切機|該機是我司根據市場需求研製開發的新型多功能分切設備，該機適用於BOPP、PET、PE、鋁箔、紙張等各種捲筒材料；設備自動化程度高，進口微機系統為設備的穩定、精度、耐用保駕護航，強大的軟體設計只需簡單設置便可交於電腦自動完成工作。|GFTL-1200D HIGH—SPEED SLITTING MACHINE STANDING MODEL|The machine is developed by our company according to the market demand new multi-function cutting equipment,this machine is suitable for BOPP,PET,PE,aluminum of the microcomputer system for the import equipment escort,precision,durable,strong software design simply can finish the work to computer automatic settings;|
1788|226730|10.2G21|Borouge|博禄|博祿|北星双峰新一代塑料创新技术|凭借独有的Borstar®(北星双峰)和Borlink™技术以及在聚烯烃领域50多年的丰富经验，博禄为基础设施(管道系统、电力和通讯电缆)、汽车和先进包装材料市场提供创新、可持续的增值塑料解决方案，以应对诸如气候变化、食品保护、供水、节能、保健和废弃物管理等全球挑战。|北星雙峰新一代塑膠創新技術|憑藉獨有的Borstar®(北星雙峰)和Borlink™技術以及在聚烯烴領域50多年的豐富經驗，博祿為基礎設施(管道系統、電力和通訊電纜)、汽車和先進包裝材料市場提供創新、可持續的增值塑膠解決方案，以應對諸如氣候變化、食品保護、供水、節能、保健和廢棄物管理等全球挑戰。|Borstar new generation innovative plastics solutions|Building on the unique Borstar® and Borlink™ technologies and over 50 years of experience in polyolefins, Borouge provides innovative, sustainable and value creating plastics solutions for infrastructure (pipe systems, and power and communication cables), automotive and advanced packaging applications that address global challenges such as climate change, food protection, access to fresh water, energy conservation, healthcare and waste management.|
1789|228637|4.2C11|Autodesk Software (China) Co., Ltd. |欧特克软件(中国)有限公司|歐特克軟體(中國)有限公司|Moldflow 2018新产品中国首发|"Moldflow 是业界应用最为广泛的注塑成型模拟分析工具，具有更好的分析精度和求解效率。最新版的Moldflow 产品具有40多项增强或改善，包含10多项新的分析功能，20余项网格及前处理的增强，6项后处理的改善。同时网格质量提高大幅提高，减少20%的模型处理时间；分析精度和速度都得到大幅的改善。例如:金属/陶瓷粉末成型分析, 金属/陶瓷粉末成型分析, 新的化学发泡和负压式化学发泡分析, 高级网格编辑工具. 通过在设计初期的仿真分析，预测产品潜在的制造风险，优化并验证优化设计及制造工艺对最终制品的影响。"|Moldflow 2018新產品中國首發|"Moldflow 是業界應用最為廣泛的注塑成型模擬分析工具，具有更好的分析精度和求解效率。最新版的Moldflow 產品具有40多項增強或改善，包含10多項新的分析功能，20余項網格及前處理的增強，6項後處理的改善。同時網格品質提高大幅提高，減少20%的模型處理時間；分析精度和速度都得到大幅的改善。例如:金屬/陶瓷粉末成型分析, 金屬/陶瓷粉末成型分析, 新的化學發泡和負壓式化學發泡分析, 高級網格編輯工具. 通過在設計初期的模擬分析，預測產品潛在的製造風險，優化並驗證優化設計及製造工藝對最終製品的影響。 "|Moldflow 2018 New Product launch |"Moldflow simulation software is the most popular injection molding that used by plastic molding industry. Relative to competitors, Moldflow has better accuracy and solution efficiency. The new version of Moldflow product has more than 40 enhancement or improvement, include more than 10 new simulation functions, 20+ mesh and UI enhancement and 6 post-processing enhancement. The mesh quality improve greatly and reduce 20% mesh model building time; the analysis results accurate and solving speed also improved greatly. The new feature: New MIM/CIM simulation capability New Implementation of fiber orientation predication Model New Chemical Blowing Microcellular Molding and Core back chemical blowing Advance mesh editor tools Through injection molding simulation in front design, predicate the potential molding risk, optimize and evaluate the improvement design results. "|
1790|226364|13.1J21|Shanghai Zhou Tai Light Industrial Machine Manufacturing  Co.,Ltd|上海洲泰轻工机械制造有限公司 |上海洲泰輕工機械製造有限公司 |GSD650FSL-M 高速方袋袋拉链袋制袋机|GSD650 平底袋制袋机是我们洲泰公司研制的第八代平底袋制袋机，是性能最好，操作最简单，速度最快的制袋机．本机采用了很多世界最先进的制袋机技术，完美了解决了平底袋效率慢，成品率不高，损耗大等问题．|GSD650FSL-M 高速方袋袋拉鍊袋制袋機|GSD650 平底袋制袋機是我們洲泰公司研製的第八代平底袋制袋機，是性能最好，操作最簡單，速度最快的制袋機．本機採用了很多世界最先進的制袋機技術，完美了解決了平底袋效率慢，成品率不高，損耗大等問題．|GSD650FSL-M Quad-Seal Flat Bottom Pouch Making Machine|650 Quad-Seal Flat Bottom Pouch Making Machine is the eighth generation machine from ZHOUTAI Machinery. It has the best performance of the bag, the highest speed & the least waste. This machine also uses the most advanced technology on to fix the problem, such as slow speed, and heavy waste.|
1791|226688|10.2G41|Dow Chemical Pacific (Singapore) Pte Ltd|陶氏化学太平洋（新加坡）私人有限公司 |陶氏化學太平洋（新加坡）私人有限公司 |增强型聚乙烯发泡|该创新型增强聚乙烯发泡（EPE）解决方案是基于陶氏聚乙烯产品和专利保护、由亚太区的研发技术，使聚乙烯发泡产品具有更加优异的缓冲性能和防滥用性。通过精密调配的LDPE/LLDPE组合，结合陶氏树脂优异的加工性，该创新型解决方案将聚乙烯泡沫的减重和减薄提到一个新的高度。从材料的使用开始，该创新型解决方案可以实现单位包装10-15%的原材料节省，同时提供相同或者更好的保护性能。这使得加工商可以生产具有差异性的高性能产品，提升其在同行中的竞争性。|增強型聚乙烯發泡|該創新型增強聚乙烯發泡（EPE）解決方案是基於陶氏聚乙烯產品和專利保護、由亞太區的研發技術，使聚乙烯發泡產品具有更加優異的緩衝性能和防濫用性。通過精密調配的LDPE/LLDPE組合，結合陶氏樹脂優異的加工性，該創新型解決方案將聚乙烯泡沫的減重和減薄提到一個新的高度。從材料的使用開始，該創新型解決方案可以實現單位包裝10-15%的原材料節省，同時提供相同或者更好的保護性能。這使得加工商可以生產具有差異性的高性能產品，提升其在同行中的競爭性。|Enhanced EPE Foam|The enhanced expanded polyethylene (EPE) foam solution delivers high level of cushion performance and abuse resistance through Dow polyethylene resins and patented technology. With tailored LDPE/LLDPE blends and exceptional processability, this new foam solution achieves new levels of downweighting or downgauging. There is up to 15% savings on raw material cost in unit packaging while providing the same or better protective performance, this enables converters to have product differentiation and improve competitiveness in the industry. The reduction in thickness or weight allows more shipping space, improving the load-ability of containers. Brand owners and e-retailers receive less damages on goods delivered caused by packaging failure and consumers will enjoy a better protective packaging of high value goods. The compressive strength can be maintained at similar level after 20% downweight without sacrificing cushioning performance. This new foaming solution drives sustainable growth throughout the value chain and brings benefits to the stakeholders.|
1792|226688|10.2G41|Dow Chemical Pacific (Singapore) Pte Ltd|陶氏化学太平洋（新加坡）私人有限公司 |陶氏化學太平洋（新加坡）私人有限公司 |INNATE™精密包装树脂|" INNATE™ 由获得专利的分子催化剂通过先进的工艺技术制造而成，这种突破性的专利分子催化剂技术，能够对树脂化学合成过程进行精确一致的控制，从而实现前所未有的性能水平和薄膜特性。最终产品  薄膜厚度减薄所带来的卓越环保性能 通过采用新材料提高包装效率 共挤薄膜的抗损性是市场上聚乙烯树脂测试标准的两倍 提高薄膜韧性而无需牺牲挺度和其他关键属性 卓越的膜泡稳定性使加工过程更简便  食品及特种包装: INNATE™能够提供自立袋应用中高效灌装、货架展示和存储转运中所需的薄膜刚性；更高的韧性，其出色的耐折性能，亦可被有效利用于液体包装；其出色的包装完整性有助于延长食品的保质期，减少食品浪费。  工业品和消费品包装: 采用INNATE™脂制造的薄膜所具备的韧性和强度几乎能够承受任何苛刻的应用场合，例如重型运输袋。其出色的易加工性也可保证不通过掺混即获得大直径膜泡。拉伸缠绕膜也可借助于其获得显著的性能提升。 "|INNATE™精密包裝樹脂|"INNATE™ 由獲得專利的分子催化劑通過先進的工藝技術製造而成，這種突破性的專利分子催化劑技術，能夠對樹脂化學合成過程進行精確一致的控制，從而實現前所未有的性能水準和薄膜特性。最終產品  薄膜厚度減薄所帶來的卓越環保性能 通過採用新材料提高包裝效率 共擠薄膜的抗損性是市場上聚乙烯樹脂測試標準的兩倍 提高薄膜韌性而無需犧牲挺度和其他關鍵屬性 卓越的膜泡穩定性使加工過程更簡便  食品及特種包裝: INNATE™能夠提供自立袋應用中高效灌裝、貨架展示和存儲轉運中所需的薄膜剛性；更高的韌性，其出色的耐折性能，亦可被有效利用於液體包裝；其出色的包裝完整性有助於延長食品的保質期，減少食品浪費。  工業品和消費品包裝: 採用INNATE™脂製造的薄膜所具備的韌性和強度幾乎能夠承受任何苛刻的應用場合，例如重型運輸袋。其出色的易加工性也可保證不通過摻混即獲得大直徑膜泡。拉伸纏繞膜也可借助於其獲得顯著的性能提升。 "|INNATE™ Precision Packaging Resins |"Created from a patented molecular catalyst coupled with advanced process technology, INNATE™ will empower customers to unlock new packaging opportunities through unmatched stiffness-toughness balance, processing ease and improved sustainability profiles.  • Excellent sustainability profiles due to light-weighting potential  • Opportunities for new packaging efficiencies through material substitution  • Up to twice the abuse resistance in co-extruded films compared to tested standard polyethylene resins on the market  • Film toughness without compromising stiffness and other key properties  • Processing ease with excellent bubble stability   Applications –  Food and Specialty Packaging: INNATE™ brings to flexible food packaging film stiffness needed for efficient filling, displaying, and storing of packages like stand-up pouches; improved toughness in combination with excellent flex crack resistance for liquid packaging; package integrity for excellent shelf life, helping keep foods protected longer to reduce food waste.  Industrial & Consumer Packaging: Films made using INNATE™ gain toughness and strength to stand up to virtually any challenging application, such as heavy-duty shipping sacks. Its excellent processability also allows for large diameter bubbles without blending. Stretch films for pallet wraps also benefit from increased abuse performance.  "|
1793|227884|10.3D15|GUANGDONG DOSN SCI.&TECH. CO.,LTD|广东道生科技股份有限公司|廣東道生科技股份有限公司|尼龙阻燃|材料特性： 1）阻燃V-0，性价比高； 2）高CTI值≥ 200-400V； 3）灼热丝通过 750℃/3.0mm 、850℃/3.0mm； 4）优异的耐热性和抗老化性； 5）高刚性、高尺寸稳定性； 道生牌号：N6100FN/R-B N6115FN/R-B N6130FN/R-B N6230FN/R ； 主要应用：电子电器配件，如电容器开关、短路开关、端子、马达、插头、连接器、小型断路器等。|尼龍阻燃|材料特性： 1）阻燃V-0，性價比高； 2）高CTI值≥ 200-400V； 3）灼熱絲通過 750℃/3.0mm 、850℃/3.0mm； 4）優異的耐熱性和抗老化性； 5）高剛性、高尺寸穩定性； 道生牌號：N6100FN/R-B N6115FN/R-B N6130FN/R-B N6230FN/R ； 主要應用：電子電器配件，如電容器開關、短路開關、端子、馬達、插頭、連接器、小型斷路器等。|PA6 F|Material properties: 1) flame retardant V - 0, cost-effective; 2) high CTI value p 200-400 - v; 3) the glow wire by 3.0 ℃ / 750 ℃ / 3.0 mm, 850 mm; 4) excellent heat resistance and aging resistance; 5) high rigidity, high dimensional stability, The tao gave birth to brand: N6100FN/R - N6115FN B/R - N6130FN B/R - N6230FN B/R; Main applications: electronic accessories, such as capacitor switch, short circuit switch, terminal, motor, plug, connector, mini circuit breakers, etc.|
1794|227612|4.2J75|KUNDA MOULD (SHEN ZHEN) CO.,LTD.|群达模具（深圳）有限公司|群達模具（深圳）有限公司|模具内在线质量感知系统|福达智能推出了“模具内在线质量感知系统”。使模具在成型过程中对注射段、保压段和冷却段的关键质量及效率进行实时感知检测，从而提升制品合格率，实现了高效注塑，大幅降低次品率。|模具內線上品質感知系統|福達智慧推出了“模具內線上品質感知系統”。使模具在成型過程中對注射段、保壓段和冷卻段的關鍵品質及效率進行即時感知檢測，從而提升製品合格率，實現了高效注塑，大幅降低次品率。|Cavity online quality sensing systems|Fuda introduced the “Cavity online quality sensing systems”.By this way, the mold could detect online and control quality and efficiency of the process of molding, including injection, packing, and cooling, so as to enhance the qualified rate of products, achieve efficient injection moulding, and greatly reduce the failure rate.|
1795|227173|12.1J41|HEKUMA GmbH|HEKUMA 股份有限公司|HEKUMA 股份有限公司|HEKUflex--量身定做的超灵活高性能自动化|在ChinaPlas 2017上，HEKUMA第一次向亚洲市场正式推出HEKUflex。HEKUflex 是HEKUMA自行研发的高灵活性模块式自动化。它的设计在提升系统灵活性的同时，提高了生产周期的精简度和效率，降低了一次性投资成本。HEKUflex采用分散式控制理念，能够实现添加或减少工序模块而确保控制准确。客户根据自己的生产需求增加，减少甚至更换模块，以达到生产效率最优化。标准化的设计，不仅减少了前期设计成本及时间，还减少了设备测试和操作人员培训的时间，加快了设备验证，检测故障的速度。|HEKUflex--量身定做的超靈活高性能自動化|在ChinaPlas 2017上，HEKUMA第一次向亞洲市場正式推出HEKUflex。HEKUflex 是HEKUMA自行研發的高靈活性模組式自動化。它的設計在提升系統靈活性的同時，提高了生產週期的精簡度和效率，降低了一次性投資成本。HEKUflex採用分散式控制理念，能夠實現添加或減少工序模組而確保控制準確。客戶根據自己的生產需求增加，減少甚至更換模組，以達到生產效率最優化。標準化的設計，不僅減少了前期設計成本及時間，還減少了設備測試和操作人員培訓的時間，加快了設備驗證，檢測故障的速度。|HEKUflex--Customization with a Maximum in Flexibility|HEKUMA is now introducing an option to provide higher flexibility in automation systems while at the same time making the entire production cycle leaner and increasing its efficiency---- HEKUflex. Decentralized controller concept is developed to ensure the possibility to add or remove process as desired. Yet, the effects of standardization with HEKUflex are noticeable in the entire engineering process, from development to after sales. While identical modules are used to a larger extent, manufacturers and operators alike already benefit from the repetition rate and the lower product-related engineering effort. The time needed for commissioning and training can be significantly reduced. HEKUflex shows comparable benefits where troubleshooting is concerned and (as, for example, in the field of medical technology) when conducting qualification and validation processes, where the malfunctions relate to the machine itself. Because the operator already has extensive experience.|
1796|228331|9.3M79|Beijing Dazheng Weiye Plastics Auxiliary Co,.Ltd|北京大正伟业塑料助剂有限公司|北京大正偉業塑膠助劑有限公司|纳米编织袋专用填充母料|高速拉丝填充母料应用于塑料编织袋工业，应用在国内外产的高速拉丝机上因产品添加量大，产品丝优良著称，本产品在提高丝产量同时也显著提高性能，同时高速拉丝母料无味，无毒，流动性好，分散性佳，水分小等特点。在高速拉丝母料应用中，产品不堵网，粉尘小，强度高，显著降低产品成本。|納米編織袋專用填充母料|高速拉絲填充母料應用於塑膠編織袋工業，應用在國內外產的高速拉絲機上因產品添加量大，產品絲優良著稱，本產品在提高絲產量同時也顯著提高性能，同時高速拉絲母料無味，無毒，流動性好，分散性佳，水分小等特點。在高速拉絲母料應用中，產品不堵網，粉塵小，強度高，顯著降低產品成本。|Nanometer master-batch for woven bags|Transparent film master-batch is a product of the China Plastics Processing Association,Modified Plastics Professional Committee. This Master-batch was widely used in PE ,PP, various plastic film and geotechnical materials productions, and a few good phase infusible with HDPE and LDPE or LLDPE . The formulation was configured to latest ternary compound system: polymer ,elastomer ,and the inorganic powder.|
1797|226756|10.3D41|TAISHAN FIBERGLASS INC.|泰山玻璃纤维有限公司|泰山玻璃纖維有限公司|S-1 HM™高性能纤维|S-1 HM™纤维，作为S系列玻璃产品新一代的开发，在满足增强复合材料市场成本需求的同时提供最高强度的机械性。AGY有着长期的历史通过独特和有效的更改玻璃配方满足客户的需求; 同时泰山玻纤以创新、经验及技术运用到大规模生产中去。 S-1 HM™纱特色及优点： 玻纤拉伸模量最高可达90Gpa 专有的玻璃配方设计使性能达到最佳，同时兼具大批量生产及经济性制造 S-1 HM™与E玻璃性能比较： 提高拉伸模量20% 提高抗拉强度50% 提高抗疲劳能力10倍 降低密度|S-1 HM™高性能纖維|S-1 HM™纖維，作為S系列玻璃產品新一代的開發，在滿足增強複合材料市場成本需求的同時提供最高強度的機械性。AGY有著長期的歷史通過獨特和有效的更改玻璃配方滿足客戶的需求; 同時泰山玻纖以創新、經驗及技術運用到大規模生產中去。 S-1 HM™紗特色及優點： 玻纖拉伸模量最高可達90Gpa 專有的玻璃配方設計使性能達到最佳，同時兼具大批量生產及經濟性製造 S-1 HM™與E玻璃性能比較： 提高拉伸模量20% 提高抗拉強度50% 提高抗疲勞能力10倍 降低密度|S-1 HM™ High Porformance Fibers|S-1 HM™ fibers, developed as a next generation of S-Glass products, offers the highest mechanical properties while meeting the economic needs for the reinforcement market. AGY has long standing track record of meeting the demands for challenging customer requirements with unique and dynamic modifications of glass chemistries while CTG (Taishan Fiberglass Inc.) brings its experience and skills of large scale manufacturing of rovings. S-1 HM™ Fibers Features and Benefits The highest tensile modulus glass fiber available 90Gpa Proprietary glass Formulation designed to maximize performance properties while allowing for high volume, economical manufacture. S-1 HM™ performance Vs. typical E-glass 20% higher tensile modulus 50% higher tensile strength 10X higher fatigue Reduced density|
1798|228966|3.1J41|WELLTEC MACHINERY LTD.|东华机械有限公司|東華機械有限公司|SeⅡ伺服驱动节能注塑机|"1、全新的SeII 绿箭伺服节能系列注塑机，采用先进的伺服驱动油泵系统加上25年的塑机制造经验，相比传统的注塑机，可节能25%-85%，特别在保压，冷却阶段，尤为突出。SeII采用伺服控制系统，射胶压力及流量闭环实时控制。伺服系统稳定性及重复性高，体改产品成型质量。行业首家全系列机型符合国家GB22530-2008注塑机安全标准. "|SeⅡ伺服驅動節能注塑機|"1、全新的SeII 綠箭伺服節能系列注塑機，採用先進的伺服驅動油泵系統加上25年的塑機製造經驗，相比傳統的注塑機，可節能25%-85%，特別在保壓，冷卻階段，尤為突出。SeII採用伺服控制系統，射膠壓力及流量閉環即時控制。伺服系統穩定性及重複性高，體改產品成型品質。行業首家全系列機型符合國家GB22530-2008注塑機安全標準. "|SeⅡServo-driven Energy Saving Injection Moulding Machine|"1、The newly developed SeII greenline energy saving series injection moulding machine adopts the advanced servo-driven pump system and integrates with 25 years manufacturing experience on plastic machinery. Comparing with the traditional design injection moulding machine, SeII can achieve energy saving 25~85%. That saving effect is most significant on both holding and cooling phases. Resulting from the adopting of servo-system, the injection pressure and speed are real-time closed loop control. High stability and repeatability of servo system enhances the plastic processing quality. It is the first all models complied with China National Compulsory Safety Standard GB22530-2008.  "|
1799|228519|8.1D45|ENMA MACHINERY & RECYCLING TECHNOLOGY (CHINA) CO., LTD|恩玛机械（上海）有限公司|恩瑪機械（上海）有限公司|EBS撕碎机|"内部空间增加了35%;• 内置液压推料器;• 可调高推料频率;• 与配有水平推料器的传统撕碎机相比占地面积更小;• 封闭的破碎腔可避免溅料;• 采用了高效率的切割转子                         EBS系列撕碎机的设计可满足各种行业进行较难粉碎的废料回收及高产能要求， 可用于撕碎各种塑料制品、废旧木料、废纸及厚纸板、 电子产品、生活废品、橡胶制品等"|EBS撕碎機|"內部空間增加了35%;• 內置液壓推料器;• 可調高推料頻率;• 與配有水準推料器的傳統撕碎機相比占地面積更小;• 封閉的破碎腔可避免濺料;• 採用了高效率的切割轉子                         EBS系列撕碎機的設計可滿足各種行業進行較難粉碎的廢料回收及高產能要求， 可用於撕碎各種塑膠製品、廢舊木料、廢紙及厚紙板、 電子產品、生活廢品、橡膠製品等"|SHREDDER EBS|"35% more space inside the cutting chamber  Built-in hydraulic ram Variable faster ram movement  Less space occupied than traditional shredders with horizontal rams Enclosed cutting chamber to prevent materials ﬂying out Effective Cutting rotor                                                                                                                  The EBS shredders have been designed for the most demanding and high throughput applications in recycling industries. The input materials can be all kinds of plastics, wood, paper, cardboard, e-waste, post consumer waste, rubber, etc. "|
17100|229127|4.2A11|MAIDER MEDICAL INDUSTRY EQUIPMENT CO.,LTD|迈得医疗工业设备股份有限公司|邁得醫療工業設備股份有限公司|一次性医用耗材组装设备|该产品应用于无菌医用制品的生产组装，从配件到成品完成组装、包装的过程中，在替代劳动力生产的同时，可实现高效高质生产。设备根据要求，提升现有生产工艺及提供先进的生产技术，降低企业成本，为客户提供最优的产品组装解决方案。|一次性醫用耗材組裝設備|該產品應用於無菌醫用製品的生產組裝，從配件到成品完成組裝、包裝的過程中，在替代勞動力生產的同時，可實現高效高質生產。設備根據要求，提升現有生產工藝及提供先進的生產技術，降低企業成本，為客戶提供最優的產品組裝解決方案。|MEDICAL DEVICE AUTOMATIC ASSEMBLY MACHINE|The automatic assmbly machine is used in the sterile medical product field.Based on the requirement specification, Maider provides customed automation solution to customer.With high efficient and high quality,the machine can improve the manufacturing process and technical,to help customer realize low cost and high benefit during the production.|
